short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
G. Lo Celso,31500000.0,CM,26,177,68,81,71.0,75.0,83.0,84.0,68.0,72.0
K. Tierney,33000000.0,LB,25,178,70,81,84.0,60.0,75.0,78.0,76.0,79.0
A. Zambo Anguissa,28500000.0,CDM,26,184,78,81,78.0,68.0,71.0,81.0,80.0,84.0
M. Akanji,26500000.0,CB,26,187,91,81,77.0,48.0,70.0,74.0,83.0,78.0
D. Zakaria,34500000.0,CDM,25,191,81,81,82.0,64.0,73.0,77.0,80.0,85.0
Palhinha,28500000.0,CDM,26,190,85,81,63.0,65.0,70.0,72.0,82.0,89.0
D. Upamecano,37000000.0,CB,23,186,90,81,82.0,43.0,61.0,68.0,80.0,81.0
G. Mancini,28000000.0,CB,26,190,77,81,67.0,45.0,50.0,59.0,81.0,87.0
Heberto Gaúcho,24500000.0,CB,26,181,82,81,71.0,61.0,57.0,63.0,82.0,80.0
Adryan Zonta,22000000.0,LWB,30,172,68,81,93.0,66.0,75.0,76.0,72.0,77.0
Rosival Dourado,27000000.0,CDM,22,175,70,81,77.0,57.0,74.0,77.0,82.0,68.0
Adriano Bisesi,25500000.0,ST,30,188,83,81,78.0,84.0,62.0,72.0,33.0,71.0
Welington Dano,27500000.0,LB,22,178,69,81,79.0,54.0,76.0,79.0,75.0,74.0
Nailton Padrenda,28000000.0,CAM,26,180,75,81,82.0,73.0,77.0,82.0,52.0,70.0
Oswaldinato,25500000.0,ST,30,184,79,81,76.0,81.0,67.0,77.0,20.0,78.0
M. Rashford,37000000.0,LW,24,186,70,81,87.0,82.0,75.0,81.0,41.0,71.0
Richarlison,34500000.0,ST,25,181,71,81,82.0,79.0,72.0,82.0,53.0,79.0
Gabriel,37000000.0,CB,24,190,87,81,68.0,36.0,60.0,58.0,83.0,80.0
R. Le Normand,34000000.0,CB,25,187,81,81,63.0,25.0,53.0,58.0,83.0,80.0
I. Sangaré,35500000.0,CDM,24,191,77,81,66.0,66.0,73.0,75.0,81.0,86.0
E. Ndicka,34000000.0,CB,22,192,82,81,80.0,51.0,71.0,73.0,81.0,79.0
Y. Bissouma,34500000.0,CDM,25,182,80,81,72.0,68.0,75.0,79.0,80.0,77.0
D. Raum,34500000.0,LWB,24,180,75,81,87.0,59.0,77.0,78.0,71.0,77.0
M. Terrier,34000000.0,LW,25,184,78,81,85.0,81.0,75.0,78.0,36.0,70.0
A. Barák,30000000.0,CF,27,190,86,81,74.0,79.0,80.0,81.0,65.0,75.0
T. Souček,28000000.0,CDM,27,192,86,81,57.0,72.0,73.0,72.0,82.0,85.0
I. Konaté,48000000.0,CB,23,194,95,81,78.0,34.0,57.0,67.0,82.0,80.0
N. Zaniolo,53000000.0,CF,22,190,75,81,87.0,75.0,72.0,82.0,62.0,83.0
Cucurella,34500000.0,LB,23,172,66,81,76.0,68.0,78.0,80.0,77.0,74.0
L. Martínez,35000000.0,CB,24,178,77,81,72.0,60.0,76.0,77.0,82.0,83.0
Matheus Cunha,39500000.0,ST,23,184,75,81,84.0,82.0,75.0,84.0,32.0,74.0
Pedro Gonçalves,39000000.0,RW,24,173,77,81,76.0,80.0,80.0,84.0,56.0,64.0
M. Taremi,25500000.0,ST,29,186,83,81,77.0,80.0,74.0,81.0,38.0,72.0
Pedro Porro,38500000.0,RWB,22,173,69,81,82.0,71.0,75.0,80.0,75.0,78.0
Rodrygo,52500000.0,RW,21,174,64,81,88.0,76.0,74.0,84.0,32.0,56.0
E. Tapsoba,35000000.0,CB,23,192,84,81,70.0,54.0,65.0,70.0,83.0,79.0
D. Kulusevski,41500000.0,RW,22,186,75,81,78.0,77.0,79.0,83.0,56.0,76.0
Bruno Guimarães,38500000.0,CM,24,182,74,81,69.0,67.0,79.0,81.0,76.0,77.0
J. Gvardiol,53000000.0,CB,20,185,80,81,82.0,54.0,69.0,74.0,80.0,83.0
J. Musiala,55500000.0,CM,19,183,70,81,76.0,73.0,75.0,87.0,63.0,60.0
H. Herrera,16500000.0,CM,32,185,78,80,66.0,75.0,76.0,76.0,76.0,82.0
Raúl García,9000000.0,ST,35,184,83,80,35.0,83.0,82.0,78.0,59.0,84.0
José Fonte,3800000.0,CB,38,191,81,80,31.0,46.0,62.0,62.0,82.0,80.0
M. Hamšík,9500000.0,CM,34,183,73,80,64.0,77.0,82.0,80.0,71.0,71.0
A. Candreva,8500000.0,RM,35,180,70,80,70.0,79.0,80.0,81.0,61.0,62.0
Joselu,17000000.0,ST,32,192,80,80,63.0,81.0,69.0,73.0,31.0,76.0
E. Capoue,13000000.0,CM,33,190,80,80,53.0,73.0,78.0,75.0,79.0,78.0
G. Wijnaldum,17500000.0,CM,31,175,74,80,69.0,71.0,77.0,80.0,77.0,78.0
M. Kruse,10500000.0,CF,34,180,76,80,51.0,81.0,81.0,82.0,40.0,64.0
M. Darmian,14500000.0,RWB,32,182,70,80,71.0,59.0,70.0,76.0,81.0,69.0
F. Coquelin,17500000.0,CM,31,176,74,80,68.0,68.0,78.0,79.0,78.0,80.0
D. Blind,13500000.0,CB,32,180,72,80,42.0,62.0,82.0,79.0,81.0,70.0
Alex Sandro,15500000.0,LB,31,180,80,80,76.0,65.0,73.0,78.0,76.0,78.0
A. Delort,20500000.0,ST,30,181,83,80,82.0,81.0,72.0,75.0,37.0,82.0
K. Kampl,17500000.0,CM,31,178,66,80,69.0,66.0,81.0,83.0,62.0,62.0
Jonathan Viera,16500000.0,CAM,32,171,67,80,80.0,75.0,79.0,81.0,63.0,72.0
C. Aránguiz,10500000.0,CDM,33,171,69,80,46.0,71.0,79.0,77.0,76.0,71.0
Danilo,18000000.0,RB,30,184,78,80,72.0,67.0,73.0,74.0,81.0,79.0
Sergi Roberto,18000000.0,RB,30,178,68,80,74.0,63.0,79.0,77.0,75.0,72.0
Allan,15000000.0,CDM,31,175,74,80,70.0,69.0,73.0,79.0,79.0,77.0
H. Vanaken,20500000.0,CM,29,195,80,80,44.0,79.0,81.0,76.0,59.0,74.0
Danilo Pereira,17500000.0,CDM,30,188,83,80,56.0,63.0,70.0,71.0,79.0,85.0
Lucas Moura,20500000.0,RW,29,174,70,80,89.0,77.0,70.0,85.0,46.0,68.0
Morata,21000000.0,ST,29,190,84,80,80.0,78.0,72.0,78.0,31.0,77.0
C. Biraghi,18500000.0,LB,29,185,78,80,76.0,69.0,78.0,77.0,77.0,76.0
R. Freuler,20000000.0,CM,30,181,80,80,68.0,71.0,75.0,78.0,75.0,74.0
E. Dier,20000000.0,CB,28,188,90,80,54.0,64.0,70.0,65.0,80.0,84.0
Deulofeu,21500000.0,CF,28,177,73,80,90.0,79.0,75.0,83.0,30.0,66.0
T. Hazard,20500000.0,LM,29,175,71,80,75.0,76.0,79.0,83.0,53.0,65.0
K. Zouma,22500000.0,CB,27,190,95,80,62.0,51.0,62.0,56.0,80.0,84.0
M. Sabitzer,21000000.0,CM,28,178,76,80,72.0,81.0,79.0,79.0,66.0,76.0
L. Shaw,22500000.0,LB,26,181,75,80,76.0,54.0,78.0,78.0,79.0,78.0
M. Arnold,20500000.0,CDM,28,184,74,80,65.0,80.0,78.0,78.0,76.0,75.0
L. Paredes,18500000.0,CDM,28,180,75,80,64.0,71.0,82.0,78.0,76.0,78.0
William Carvalho,17500000.0,CDM,30,187,79,80,35.0,65.0,77.0,73.0,75.0,84.0
B. Cristante,23000000.0,CDM,27,186,80,80,54.0,73.0,77.0,75.0,77.0,78.0
Saúl,24000000.0,CM,27,184,75,80,69.0,76.0,77.0,79.0,78.0,76.0
M. de Roon,15000000.0,CDM,31,185,76,80,70.0,68.0,70.0,71.0,82.0,83.0
A. Belotti,21500000.0,ST,28,181,84,80,74.0,80.0,58.0,76.0,38.0,83.0
Fred,20500000.0,CM,29,169,62,80,76.0,67.0,79.0,81.0,75.0,71.0
C. Günter,18500000.0,LB,29,184,83,80,80.0,58.0,71.0,71.0,75.0,82.0
A. Rabiot,24000000.0,CM,27,192,80,80,75.0,73.0,76.0,79.0,76.0,79.0
A. Romagnoli,19500000.0,CB,27,185,75,80,66.0,40.0,55.0,67.0,83.0,77.0
Carles Gil,20500000.0,CAM,29,170,65,80,71.0,70.0,81.0,80.0,39.0,64.0
A. Martial,28000000.0,ST,26,184,76,80,83.0,79.0,72.0,84.0,35.0,66.0
M. Dembélé,28500000.0,ST,25,183,79,80,72.0,79.0,64.0,74.0,30.0,79.0
Alex Telles,18500000.0,LB,29,181,71,80,79.0,74.0,81.0,77.0,75.0,71.0
S. Azmoun,24500000.0,ST,27,186,82,80,78.0,77.0,70.0,78.0,40.0,73.0
J. Correa,23000000.0,CF,27,189,75,80,84.0,75.0,76.0,84.0,39.0,69.0
Morales,10000000.0,LM,34,180,70,80,83.0,81.0,74.0,82.0,52.0,67.0
Álex Moreno,18500000.0,LB,29,179,68,80,88.0,68.0,73.0,76.0,75.0,69.0
M. Dahoud,26000000.0,CM,26,178,68,80,70.0,69.0,77.0,85.0,67.0,70.0
H. Traoré,18000000.0,RB,30,175,70,80,83.0,57.0,72.0,76.0,75.0,78.0
A. Rebić,21000000.0,LW,28,185,78,80,86.0,80.0,74.0,81.0,48.0,80.0
H. Hateboer,19000000.0,RWB,28,185,72,80,82.0,64.0,71.0,77.0,77.0,76.0
D. Calvert-Lewin,29500000.0,ST,25,187,71,80,81.0,77.0,64.0,76.0,39.0,80.0
V. Lindelöf,21000000.0,CB,27,187,80,80,59.0,51.0,72.0,72.0,82.0,76.0
L. Klostermann,23000000.0,CB,26,189,88,80,86.0,50.0,64.0,71.0,82.0,78.0
R. Karsdorp,22000000.0,RWB,27,184,80,80,85.0,63.0,74.0,77.0,75.0,79.0
Joan Jordán,22500000.0,CM,27,183,74,80,59.0,75.0,81.0,76.0,68.0,75.0
J. Bowen,28000000.0,RM,25,175,70,80,78.0,77.0,75.0,81.0,44.0,66.0
Álex Berenguer,23000000.0,RM,26,175,73,80,81.0,76.0,76.0,82.0,64.0,64.0
S. Bergwijn,32000000.0,LW,24,178,78,80,86.0,78.0,75.0,83.0,42.0,70.0
E. Buendía,26500000.0,RM,25,172,72,80,71.0,74.0,81.0,83.0,66.0,70.0
G. Scamacca,33500000.0,ST,23,195,85,80,73.0,80.0,66.0,74.0,36.0,74.0
Nélson Semedo,19000000.0,RWB,28,177,69,80,83.0,57.0,69.0,80.0,75.0,74.0
Yeray,22500000.0,CB,27,182,79,80,65.0,49.0,63.0,64.0,82.0,77.0
D. Calabria,25500000.0,RB,25,177,70,80,79.0,57.0,70.0,74.0,79.0,73.0
Mario Hermoso,22500000.0,CB,27,184,76,80,75.0,49.0,73.0,71.0,81.0,80.0
D. Sow,26500000.0,CM,25,184,76,80,77.0,69.0,77.0,78.0,77.0,80.0
A. Wan-Bissaka,26500000.0,RB,24,183,72,80,82.0,50.0,66.0,75.0,78.0,73.0
L. Bailey,29000000.0,RM,24,178,77,80,92.0,78.0,74.0,83.0,33.0,61.0
Maikel Catarino,21000000.0,RB,26,177,75,80,76.0,51.0,70.0,77.0,77.0,70.0
Laure Santeiro,25000000.0,CAM,22,171,63,80,80.0,72.0,77.0,82.0,26.0,45.0
Tony Abranjes,7000000.0,CB,34,179,80,80,67.0,39.0,55.0,58.0,81.0,85.0
Arthur,26500000.0,CM,25,171,73,80,71.0,65.0,80.0,86.0,72.0,69.0
Renato Sanches,31500000.0,CM,24,176,70,80,83.0,74.0,77.0,84.0,72.0,84.0
Javi Galán,20500000.0,LB,27,172,70,80,78.0,55.0,74.0,82.0,75.0,71.0
M. Arambarri,28000000.0,CDM,26,175,74,80,61.0,64.0,73.0,73.0,78.0,77.0
D. Kamada,26500000.0,CAM,25,184,76,80,74.0,68.0,79.0,83.0,46.0,61.0
X. Schlager,27500000.0,CDM,24,174,78,80,67.0,70.0,73.0,77.0,73.0,81.0
L. Sinisterra,33500000.0,LW,23,172,60,80,89.0,73.0,72.0,85.0,53.0,63.0
A. Isak,33000000.0,ST,22,192,77,80,83.0,79.0,68.0,83.0,29.0,68.0
H. Barnes,29000000.0,LM,24,180,66,80,86.0,77.0,75.0,81.0,45.0,64.0
F. Neuhaus,29000000.0,CM,25,185,77,80,68.0,73.0,79.0,80.0,66.0,67.0
Y. En-Nesyri,31500000.0,ST,25,188,78,80,78.0,80.0,59.0,74.0,35.0,76.0
E. Álvarez,27500000.0,CDM,24,187,73,80,71.0,57.0,67.0,69.0,82.0,86.0
M. Guendouzi,33000000.0,CM,23,185,68,80,73.0,66.0,79.0,77.0,77.0,80.0
B. Kamara,31000000.0,CDM,22,184,68,80,70.0,54.0,71.0,73.0,80.0,79.0
S. McTominay,25000000.0,CDM,25,193,88,80,63.0,74.0,74.0,75.0,78.0,85.0
N. Milenković,29000000.0,CB,24,195,90,80,64.0,45.0,62.0,62.0,81.0,83.0
W. McKennie,31500000.0,CM,23,183,84,80,82.0,74.0,76.0,80.0,78.0,83.0
J. Clauss,18500000.0,RWB,29,178,69,80,84.0,69.0,76.0,78.0,69.0,70.0
E. Smith Rowe,43000000.0,LM,21,182,72,80,78.0,71.0,76.0,81.0,32.0,61.0
T. Koopmeiners,30000000.0,CM,24,183,77,80,70.0,72.0,80.0,76.0,76.0,77.0
N. González,32000000.0,RW,24,180,72,80,87.0,73.0,73.0,83.0,45.0,64.0
R. Baku,30000000.0,RM,24,176,75,80,82.0,73.0,73.0,81.0,70.0,78.0
W. Saliba,40000000.0,CB,21,192,85,80,78.0,39.0,67.0,71.0,80.0,79.0
L. Majer,31500000.0,CM,24,178,76,80,69.0,73.0,81.0,83.0,60.0,67.0
A. Rrahmani,18000000.0,CB,28,192,83,80,61.0,51.0,58.0,61.0,82.0,80.0
V. Tsygankov,32000000.0,RM,24,178,72,80,85.0,74.0,78.0,80.0,46.0,59.0
V. Coufal,18500000.0,RB,29,175,76,80,73.0,56.0,73.0,75.0,78.0,81.0
N. Aguerd,24500000.0,CB,26,188,76,80,73.0,50.0,64.0,65.0,80.0,77.0
Reguilón,25500000.0,LWB,25,178,68,80,83.0,57.0,74.0,78.0,77.0,69.0
Renan Lodi,29500000.0,LB,24,173,68,80,83.0,68.0,76.0,80.0,74.0,75.0
J. Timber,44500000.0,CB,21,179,77,80,82.0,47.0,67.0,77.0,81.0,81.0
S. Botman,31000000.0,CB,22,193,81,80,58.0,37.0,60.0,62.0,80.0,84.0
Nuno Mendes,44000000.0,LB,20,176,70,80,89.0,57.0,73.0,78.0,74.0,73.0
J. Frimpong,31500000.0,RB,21,171,64,80,94.0,54.0,73.0,83.0,72.0,70.0
J. Evans,5500000.0,CB,34,188,77,79,50.0,32.0,60.0,58.0,82.0,76.0
E. Lamela,17000000.0,RW,30,181,79,79,68.0,77.0,79.0,83.0,53.0,69.0
D. Wass,11000000.0,CM,33,181,74,79,73.0,77.0,80.0,76.0,75.0,75.0
Ó. Trejo,8000000.0,CAM,34,180,79,79,68.0,76.0,78.0,82.0,71.0,77.0
A. Witsel,8500000.0,CDM,33,186,81,79,34.0,63.0,79.0,75.0,78.0,74.0
J. Hernández,8500000.0,ST,34,175,73,79,72.0,77.0,64.0,76.0,31.0,68.0
A. Modeste,8500000.0,ST,34,187,84,79,69.0,78.0,63.0,70.0,35.0,79.0
A. Ogbonna,5500000.0,CB,34,191,86,79,49.0,40.0,60.0,62.0,82.0,68.0
J. Boateng,8500000.0,CB,33,190,94,79,47.0,49.0,73.0,66.0,80.0,74.0
A. Sánchez,11000000.0,CF,33,168,62,79,72.0,77.0,78.0,83.0,43.0,67.0
L. Stindl,11000000.0,CAM,33,181,80,79,55.0,79.0,79.0,79.0,60.0,74.0
M. Lanzini,17000000.0,CAM,29,167,59,79,69.0,73.0,79.0,82.0,41.0,55.0
Pedro,8000000.0,LW,34,169,65,79,73.0,74.0,76.0,86.0,36.0,51.0
L. de Jong,15000000.0,ST,31,189,86,79,48.0,78.0,71.0,70.0,46.0,77.0
B. André,12500000.0,CDM,31,180,76,79,65.0,64.0,73.0,75.0,78.0,84.0
M. Antonio,14000000.0,ST,32,178,82,79,82.0,75.0,73.0,77.0,55.0,83.0
N. Matić,8500000.0,CDM,33,194,83,79,38.0,67.0,76.0,72.0,78.0,72.0
Ander Herrera,14000000.0,CM,32,182,71,79,61.0,71.0,77.0,78.0,78.0,74.0
Marcos Alonso,12500000.0,LB,31,188,85,79,53.0,74.0,80.0,77.0,77.0,75.0
N. Gudelj,14500000.0,CDM,30,187,73,79,54.0,70.0,79.0,69.0,74.0,84.0
D. Ings,17500000.0,ST,29,178,73,79,72.0,82.0,70.0,78.0,45.0,70.0
Y. Rakitskyi,11500000.0,CB,32,185,83,79,68.0,67.0,76.0,71.0,79.0,82.0
C. Wilson,17000000.0,ST,30,180,66,79,81.0,78.0,66.0,77.0,42.0,76.0
N. Lodeiro,11000000.0,CAM,33,170,69,79,69.0,73.0,80.0,81.0,49.0,69.0
Juanmi,17000000.0,LM,29,172,69,79,76.0,80.0,72.0,81.0,31.0,59.0
Sérgio Oliveira,17000000.0,CM,30,181,78,79,58.0,78.0,82.0,76.0,71.0,70.0
João Pedro,17000000.0,ST,30,184,73,79,81.0,78.0,77.0,80.0,41.0,75.0
G. Xhaka,15000000.0,CDM,29,185,82,79,49.0,64.0,79.0,69.0,69.0,80.0
L. Dunk,14500000.0,CB,30,192,88,79,44.0,51.0,62.0,63.0,80.0,79.0
Ismaily,12000000.0,LB,32,177,82,79,82.0,64.0,74.0,80.0,74.0,74.0
J. Veretout,15000000.0,CDM,29,177,67,79,76.0,75.0,76.0,78.0,76.0,79.0
Felipe Anderson,17000000.0,RW,29,175,70,79,85.0,75.0,77.0,83.0,55.0,63.0
C. Coady,14500000.0,CB,29,186,80,79,47.0,57.0,75.0,66.0,79.0,73.0
J. Draxler,17500000.0,LW,28,187,77,79,72.0,76.0,80.0,82.0,58.0,65.0
Suso,17500000.0,RW,28,176,70,79,73.0,76.0,80.0,83.0,32.0,51.0
J. Tarkowski,14500000.0,CB,29,188,81,79,55.0,45.0,65.0,62.0,81.0,80.0
K. Bellarabi,14000000.0,RM,32,184,79,79,86.0,75.0,72.0,81.0,39.0,72.0
D. Klaassen,17000000.0,CAM,29,179,70,79,68.0,80.0,74.0,76.0,73.0,78.0
A. Florenzi,12500000.0,RB,31,173,67,79,76.0,77.0,79.0,79.0,74.0,61.0
Héctor Bellerín,18500000.0,RB,27,178,74,79,81.0,51.0,70.0,77.0,75.0,64.0
A. Milik,18000000.0,ST,28,186,80,79,61.0,82.0,69.0,74.0,39.0,69.0
Denis Suárez,17500000.0,CM,28,178,66,79,72.0,72.0,81.0,81.0,64.0,55.0
S. Umtiti,15000000.0,CB,28,182,75,79,63.0,62.0,68.0,67.0,79.0,75.0
B. Davies,14500000.0,CB,29,181,76,79,67.0,58.0,72.0,72.0,80.0,74.0
Manu Trigueros,17000000.0,CM,30,178,75,79,50.0,73.0,78.0,75.0,72.0,66.0
L. Trossard,18500000.0,LM,27,171,67,79,82.0,78.0,76.0,81.0,30.0,62.0
M. Keane,16000000.0,CB,29,191,82,79,52.0,49.0,63.0,62.0,80.0,79.0
A. Doucouré,17000000.0,CM,29,184,76,79,67.0,76.0,74.0,78.0,78.0,82.0
B. Djimsiti,14500000.0,CB,29,190,83,79,71.0,39.0,59.0,50.0,82.0,81.0
A. Januzaj,18500000.0,RW,27,186,75,79,77.0,72.0,79.0,83.0,30.0,57.0
Clinton Mata,15500000.0,RB,29,180,73,79,83.0,61.0,68.0,74.0,78.0,80.0
R. Ghezzal,17000000.0,RW,30,182,70,79,72.0,72.0,82.0,81.0,28.0,60.0
Jonny,16000000.0,LWB,28,170,70,79,74.0,54.0,71.0,76.0,78.0,69.0
J. McGinn,20000000.0,CM,27,178,68,79,69.0,74.0,76.0,77.0,73.0,81.0
C. Mbemba,18500000.0,CB,27,182,78,79,72.0,50.0,56.0,65.0,80.0,81.0
Rubén García,17500000.0,LM,28,171,71,79,77.0,76.0,79.0,79.0,45.0,54.0
N. Stanciu,17000000.0,CM,29,170,63,79,74.0,75.0,81.0,82.0,62.0,68.0
P. Onuachu,18000000.0,ST,28,201,98,79,70.0,78.0,62.0,70.0,45.0,82.0
F. Bernardeschi,17500000.0,RM,28,185,77,79,77.0,71.0,79.0,82.0,62.0,66.0
João Mário,17000000.0,CM,29,179,73,79,70.0,69.0,81.0,82.0,65.0,66.0
Adama Traoré,20500000.0,RW,26,178,86,79,96.0,65.0,68.0,86.0,38.0,83.0
L. Zelarayán,17000000.0,CAM,30,172,70,79,71.0,76.0,78.0,82.0,46.0,66.0
D. Zappacosta,15000000.0,LWB,30,182,75,79,78.0,66.0,73.0,74.0,75.0,72.0
D. Djené,14500000.0,CB,30,178,72,79,67.0,38.0,62.0,62.0,79.0,77.0
L. Ajorque,18000000.0,ST,28,197,92,79,73.0,79.0,61.0,70.0,43.0,84.0
Munir,19000000.0,LM,26,175,69,79,77.0,78.0,75.0,82.0,35.0,64.0
M. Zaccagni,18500000.0,LW,27,177,63,79,82.0,73.0,74.0,83.0,57.0,64.0
R. Tapia,19500000.0,CDM,26,185,80,79,68.0,66.0,71.0,69.0,79.0,84.0
D. Sánchez,18000000.0,CB,26,187,81,79,75.0,47.0,55.0,66.0,79.0,79.0
D. van de Beek,25500000.0,CM,25,184,74,79,67.0,77.0,76.0,78.0,72.0,75.0
J. Weigl,20500000.0,CM,26,187,80,79,59.0,64.0,75.0,77.0,79.0,75.0
W. Weghorst,17500000.0,ST,29,197,84,79,60.0,77.0,60.0,69.0,52.0,86.0
A. Marušić,15500000.0,LB,29,185,85,79,84.0,66.0,67.0,74.0,75.0,79.0
E. Skhiri,18000000.0,CDM,27,185,74,79,68.0,72.0,71.0,75.0,79.0,75.0
David García,17500000.0,CB,28,185,72,79,61.0,37.0,65.0,65.0,80.0,75.0
A. Golovin,20500000.0,LM,26,180,69,79,77.0,72.0,78.0,82.0,60.0,66.0
N. Pépé,18500000.0,RM,27,183,73,79,88.0,77.0,74.0,82.0,36.0,62.0
N. Mukiele,23500000.0,RWB,24,187,84,79,78.0,49.0,68.0,72.0,81.0,80.0
Pablo Fornals,21500000.0,CAM,26,178,67,79,67.0,74.0,79.0,79.0,69.0,71.0
B. Pavard,20000000.0,RB,26,186,81,79,66.0,55.0,72.0,71.0,81.0,78.0
M. Cash,24500000.0,RB,24,185,74,79,80.0,67.0,71.0,75.0,74.0,76.0
R. Bentancur,24500000.0,CM,25,187,73,79,67.0,62.0,79.0,80.0,78.0,77.0
E. Konsa,32500000.0,CB,24,183,77,79,78.0,39.0,62.0,71.0,80.0,76.0
O. Zinchenko,21500000.0,LB,25,175,64,79,68.0,65.0,80.0,80.0,77.0,69.0
E. Ávila,18000000.0,ST,28,172,81,79,80.0,80.0,65.0,78.0,44.0,83.0
Diego Essler,19000000.0,LB,22,168,65,79,89.0,58.0,70.0,77.0,74.0,59.0
Adnan Vidual,15000000.0,RB,30,175,70,79,83.0,52.0,70.0,71.0,76.0,71.0
Jorge Andrão,17000000.0,CDM,26,177,75,79,67.0,62.0,74.0,75.0,78.0,76.0
Melvin Parrela,18500000.0,CDM,22,188,88,79,71.0,70.0,70.0,72.0,80.0,83.0
Luimo Boas Santos,21000000.0,ST,22,176,73,79,83.0,79.0,65.0,81.0,28.0,64.0
Matheus Reis,20000000.0,CB,27,184,80,79,73.0,53.0,67.0,74.0,79.0,82.0
L. Blas,25000000.0,CAM,24,180,70,79,73.0,76.0,77.0,82.0,58.0,64.0
G. Montiel,20000000.0,RB,25,175,70,79,83.0,60.0,70.0,75.0,75.0,81.0
D. Malen,28000000.0,ST,23,178,77,79,88.0,78.0,72.0,83.0,35.0,73.0
Rafa Mir,26000000.0,ST,25,191,86,79,78.0,81.0,67.0,71.0,45.0,78.0
B. White,32500000.0,CB,24,185,77,79,70.0,29.0,67.0,72.0,81.0,76.0
L. Jović,27000000.0,ST,24,182,85,79,74.0,78.0,68.0,78.0,29.0,74.0
T. Tomiyasu,26000000.0,RB,23,188,84,79,74.0,33.0,67.0,71.0,80.0,79.0
Marcão,21500000.0,CB,26,185,81,79,67.0,36.0,60.0,70.0,78.0,86.0
E. Reynoso,20500000.0,CAM,26,176,67,79,67.0,67.0,78.0,80.0,59.0,67.0
J. Brekalo,28000000.0,CF,24,175,70,79,81.0,76.0,76.0,84.0,38.0,55.0
H. Aouar,26500000.0,CAM,24,175,70,79,71.0,70.0,78.0,83.0,64.0,68.0
M. Lazzari,16000000.0,RB,28,174,67,79,92.0,62.0,76.0,82.0,70.0,65.0
S. Özcan,23000000.0,CDM,24,180,76,79,77.0,62.0,72.0,77.0,76.0,81.0
T. Ndombele,23000000.0,CM,25,181,76,79,66.0,71.0,79.0,86.0,68.0,68.0
Lucas Veríssimo,20500000.0,CB,26,191,86,79,81.0,39.0,58.0,63.0,80.0,81.0
C. Ünder,24000000.0,RW,24,173,66,79,78.0,77.0,75.0,80.0,38.0,52.0
Fran Beltrán,24500000.0,CDM,23,165,64,79,60.0,56.0,77.0,77.0,77.0,65.0
Reinildo,16000000.0,LB,28,180,73,79,80.0,54.0,66.0,74.0,78.0,78.0
Luiz Felipe,23000000.0,CB,25,187,80,79,72.0,29.0,61.0,68.0,80.0,73.0
O. Wijndal,24000000.0,LB,22,176,65,79,84.0,53.0,76.0,78.0,73.0,74.0
David Neres,23000000.0,RW,25,176,71,79,85.0,72.0,73.0,83.0,37.0,64.0
D. Szoboszlai,39500000.0,CAM,21,186,74,79,77.0,79.0,81.0,80.0,34.0,64.0
Kim Min Jae,23000000.0,CB,25,190,81,79,80.0,33.0,57.0,62.0,79.0,84.0
J. Foyth,24500000.0,RB,24,187,69,79,72.0,46.0,69.0,72.0,80.0,77.0
P. Estupiñán,23500000.0,LB,24,175,78,79,81.0,46.0,69.0,72.0,75.0,76.0
T. Malacia,26500000.0,LB,22,169,67,79,85.0,56.0,66.0,77.0,76.0,76.0
C. Gallagher,35500000.0,CM,22,182,77,79,74.0,76.0,75.0,78.0,67.0,74.0
N. Maksimović,20000000.0,CM,27,189,78,79,51.0,72.0,75.0,74.0,77.0,77.0
A. Gouiri,36000000.0,ST,22,181,83,79,78.0,81.0,76.0,80.0,45.0,69.0
Unai Núñez,22000000.0,CB,25,186,81,79,70.0,24.0,51.0,52.0,79.0,78.0
A. Nwakaeme,11000000.0,LM,33,185,80,79,75.0,77.0,76.0,81.0,39.0,80.0
Luis Milla,19000000.0,CDM,27,175,67,79,70.0,70.0,76.0,74.0,75.0,74.0
O. Kökçü,35500000.0,CM,21,175,68,79,72.0,71.0,81.0,79.0,65.0,76.0
J. David,28500000.0,ST,22,180,77,79,83.0,79.0,71.0,77.0,33.0,71.0
Y. Fofana,24500000.0,CDM,23,176,69,79,68.0,67.0,74.0,76.0,75.0,77.0
R. Gravenberch,38500000.0,CM,20,190,77,79,77.0,76.0,78.0,83.0,68.0,72.0
S. Chukwueze,27500000.0,RM,23,172,70,79,89.0,74.0,70.0,84.0,36.0,63.0
B. Dia,24500000.0,ST,25,180,75,79,83.0,78.0,62.0,76.0,27.0,76.0
M. Caqueret,26000000.0,CDM,22,174,63,79,73.0,58.0,73.0,81.0,75.0,68.0
Ibañez,22500000.0,CB,23,185,73,79,82.0,32.0,45.0,58.0,81.0,79.0
Zubimendi,35000000.0,CM,23,181,74,79,59.0,64.0,74.0,74.0,79.0,70.0
E. Camavinga,38000000.0,CM,19,182,68,79,76.0,66.0,78.0,81.0,76.0,78.0
W. Fofana,33000000.0,CB,21,190,76,79,75.0,37.0,55.0,64.0,81.0,76.0
Beto,24500000.0,ST,24,194,88,79,87.0,79.0,58.0,74.0,24.0,81.0
A. Musrati,22000000.0,CDM,26,189,83,79,58.0,61.0,70.0,70.0,78.0,83.0
G. Raspadori,36000000.0,CF,22,172,69,79,81.0,78.0,68.0,81.0,27.0,58.0
